	Title of Headline Roundup	description	Topics	Date	url_story	left_story_title	center_story_title	right_story_title	right_story_url	right_story_text	center_story_url	center_story_text	left_story_url	left_story_text
3490	New Healthcare Study		Healthcare	2012-09-11	/story/new-healthcare-study	More Young Adults Have Insurance After Health Care Law, Study Says	Insurance Costs Rise, But More Slowly	Premiums for family health plans hit $15,745 	http://www.washingtontimes.com/news/2012/sep/11/premiums-family-health-plans-hit-15745/	It sounds like good news: Annual premiums for job-based family health plans went up only 4 percent this year.	http://www.npr.org/blogs/health/2012/09/11/160955055/insurance-costs-rise-but-more-slowly	"you get health insurance on the job, chances are it cost more again this year.
Annual family health insurance premiums rose about 4 percent to $15,745 in 2012, according to the latest survey by the Kaiser Family Foundation and Health Research and Educational Trust.
Now that's a fairly modest increase by historical standards, and well down from last year's 9 percent. Still, it's more than double the 1.7 percent increase in average wages and way above the 2.3 percent rate of general inflation this year."	http://www.nytimes.com/2012/09/10/health/policy/more-young-adults-have-health-insurance-study-says.html	The share of young adults without health insurance fell by one-sixth in 2011 from the previous year, the largest annual decline for any age group since the Centers for Disease Control and Prevention began collecting the data in 1997, according to a new report released on Monday.
3489	Turmoil Spreads to Yemen		Middle East	2012-09-13	/story/turmoil-spreads-yemen	Turmoil Over Film Spreads to U.S. Embassy in Yemen	Protesters Storm U.S. Embassy Compound In Yemen	U.S. Embassy in Yemen Stormed, U.S. Flag Burned and Replaced	http://townhall.com/tipsheet/katiepavlich/2012/09/13/us_embassy_in_yemem_stormed_us_flag_burned_and_replaced	The Middle East is burning. The U.S. Embassy in Yemen has been stormed as angry Muslims continue to show their outrage over a film depicting their profit Muhammad in a negative light.	http://www.npr.org/2012/09/13/161048997/protesters-storm-u-s-embassy-in-yemen	"Chanting ""death to America,"" hundreds of protesters angered by an anti-Islam film stormed the U.S. Embassy compound in Yemen's capital and burned the American flag on Thursday, the latest in a series of attacks on American diplomatic missions in the Middle East."	http://www.nytimes.com/2012/09/14/world/middleeast/mideast-turmoil-spreads-to-us-embassy-in-yemen.html	Protesters angered by an anti-Islam film tried to storm the American embassy in Sana, the Yemeni capital, on Thursday, two days after assailants killed the United States ambassador to Libya.
3488	Romney Libya Comments		Elections	2012-09-13	/story/romney-libya-comments	TRENDING: Romney's political pretzel over Libya	Romney Gets Heat From Some Republicans	Whoa: Press Caught Conspiring to Ask Romney Certain Questions	http://townhall.com/tipsheet/katehicks/2012/09/12/whoa_press_caught_conspiring_to_ask_romney_certain_questions	It's no secret that the media is often overtly in President Obama's corner, but it's still a little shocking to come across evidence of their efforts to make the Right look bad. Case in point: this clip that The Right Scoop found, which appears to feature reporters coordinating their efforts to trip up Mitt Romney during his press conference, after giving a statement on the violence in Libya. The transcript:	http://blogs.wsj.com/washwire/2012/09/12/romney-gets-heat-from-some-republicans/	Republican presidential hopeful Mitt Romney comes in for daily bashing from Democrats, but on Wednesday, he took heat from some Republicans as well.	http://politicalticker.blogs.cnn.com/2012/09/12/romneys-political-pretzel-over-libya/	"A timeline of the events suggests Romney was wrong in his accusation that the Obama administration's ""first response"" on Tuesday was one of sympathy for those who started the violence itself–as the violence came after the first statement was published."
3487	Candidates on Foreign Policy		Elections	2012-09-13	/story/candidates-foreign-policy	Romney team sharpens attack on ObamaÃ¢â‚¬â„¢s foreign policy 	Romney Tempers Foreign Policy Criticism After Flap Over Libya Remarks	ObamaÃ¢â‚¬â„¢s Ã¢â‚¬Ëœtested and provenÃ¢â‚¬â„¢ foreign-policy claim put to test 	http://www.washingtontimes.com/news/2012/sep/13/obama-tested-proven-foreign-policy-claim-put-test/	In accepting his party’s renomination a week ago, President Obama called himself a “tested and proven” leader in a dangerous world of threats from abroad, especially from the terrorist-spawning Middle East.	http://www.npr.org/blogs/itsallpolitics/2012/09/13/161089303/romney-reframes-foreign-policy-pitch-after-flap-over-libya-remarks	"Appearing in Virginia on Thursday, Republican Mitt Romney tried to bring his campaign back to the issues he has focused on before in the swing state: the nation's economy and strengthening the military.
A day after Romney ignited a debate over his criticism of President Obama's handling of events in Libya and Egypt, the Republican presidential nominee largely steered clear of discussing unrest in Egypt and the attack on an American consulate in Benghazi, Libya, that left four Americans dead.
The violence, sparked by an anti-Islam film, on Thursday spread..."	http://www.washingtonpost.com/politics/decision2012/romney-team-sharpens-attack-on-obamas-foreign-policy/2012/09/13/9b3f2744-fdd3-11e1-b153-218509a954e1_story.html	"Advisers to Mitt Romney on Thursday defended his sharp criticism of President Obama and said that the deadly protests sweeping the Middle East would not have happened if the Republican nominee were president.
“Theres a pretty compelling story that if you had a President Romney, youd be in a different situation, Richard Williamson, a top Romney foreign policy adviser, said in an interview. “For the first time since Jimmy Carter, weve had an American ambassador assassinated."
3486	Swing State Polls		Elections	2012-09-14	/story/swing-state-polls	Battleground polls: Is Romney's path to the White House now more difficult?	Obama Holds Lead in Three Key States	NBC Swing State Polls: It's All Over, So Just Give Up	http://townhall.com/tipsheet/guybenson/2012/09/14/nbc_polls_its_all_over_so_just_give_up	Not so fast, cautions Allahpundit: According to RCPs averages, in fact, hes up by just 1.3 points in Florida and 0.4 points in Virginia, and those numbers incorporate his gaudy leads in this WSJ/NBC poll. Even more reason not to panic: This poll was conducted from Sept. 9-11, when Obama still had a bit of a convention bounce.	http://online.wsj.com/article/SB10000872396390444433504577649850398690734.html	With few voters still on the fence, President Barack Obama holds leads over Mitt Romney in new polls of Ohio, Florida and Virginia, three of the states likely to determine who wins the White House in November.	http://www.cnn.com/2012/09/14/politics/battleground-polls/index.html	One week past the conventions, a flood of polls have been released in crucial battleground states in the race for the White House. And some of them paint a picture that looks more favorable to President Barack Obama than to Republican nominee Mitt Romney.
3485	Ryan Comments on Foreign Policy		Elections	2012-09-15	/story/ryan-comments-foreign-policy	Paul Ryan Hits Obama on National Security: Ã¢â‚¬ËœIf We Project Weakness, They ComeÃ¢â‚¬â„¢	Ryan Criticizes Obama on Foreign Policy	"Ryan to values voters: ""American foreign policy needs moral clarity"""	http://politics.blogs.foxnews.com/2012/09/14/ryan-values-voters-american-foreign-policy-needs-moral-clarity	"""Look across that region today, and what do we see? The slaughter of brave dissidents in Syria. Mobs storming American embassies and consulates. Iran four years closer to gaining a nuclear weapon. Israel, our best ally in the region, treated with indifference bordering on contempt by the Obama administration,"" Ryan decried during his address at the 'Values Voter Summit' in Washington Friday morning."	http://blogs.wsj.com/washwire/2012/09/14/ryan-criticizes-obama-on-foreign-policy/	Rep. Paul Ryan accused President Barack Obama of emboldening Iran and those storming U.S. embassies abroad while curtailing individual freedoms at home, during a speech here to a gathering of religious conservatives.	http://abcnews.go.com/blogs/politics/2012/09/paul-ryan-hits-obama-on-national-security-if-we-project-weakness-they-come/	Paul Ryan ratcheted up his criticism of President Obama on the issue of national security at a rally in this crucial battleground state, telling the crowd: “If we project weakness, they come and if the nation is “strong our enemies “will not test us.
3484	Next up: Debates		Elections	2012-09-16	/story/next-debates	Obama, Romney Cram Ahead Of Presidential Debates 	Presidential Debates Can Be Great Theater, But How Much Do They Matter?	Romney Has a Chance to Surprise at Debates	http://on.wsj.com/QTsUzF	Columnist Peggy Noonan on why the presidential debates could offer Mitt Romney the chance to surprise voters. Also, is President Obama getting too much blame for the poor economy?	http://www.npr.org/blogs/itsallpolitics/2012/09/16/161139332/presidential-debates-can-be-great-theater-but-how-much-do-they-matter	Even before the final balloons fell on the Republican and Democratic conventions, pundits were talking up the next big American political viewing experience Ã¢â‚¬â€ the presidential debates.	http://www.huffingtonpost.com/2012/09/16/presidential-debates-2012_n_1888382.html	On long flights to swing states in the West and late nights at the White House after his children have gone to bed, President Barack Obama is cramming like a student for a test that could determine his political future.
3483	Reaction to Romney Video		Elections	2012-09-18	/story/reaction-romney-video	Mitt Romney's 47 Percent Remarks: Wrong on the Facts, Not Just the Rhetoric	Romney's Wrong And Right About The '47 Percent'	With Video Leak, Romney Goes Back to Bold Approach 	http://www.foxnews.com/politics/2012/09/18/with-video-leak-romney-goes-back-to-bold-approach/	"Political pundits are comparing the leaked video of Mitt Romney at a fundraiser writing off the 47 percent of the electorate who don’t pay federal income taxes to the leaked 2008 fundraiser video of then-Sen. Barack Obama blaming his problems in the Pennsylvania Democratic Primary on bitter voters who “cling to guns or religion or antipathy to people who aren't like them.”
Read more: "	http://www.npr.org/blogs/thetwo-way/2012/09/18/161333783/romneys-wrong-and-right-about-the-47-percent	"Republican presidential nominee Mitt Romney told supporters that ""there are 47 percent of the people who will vote for the president no matter what"" because they are ""dependent upon government ... believe that they are victims ... believe the government has a responsibility to care for them ... these are people pay no income tax."""	http://www.huffingtonpost.com/jeff-madrick/mitt-romneys-47-remarks-w_b_1894433.html	"OPINION
Mitt Romney's ""off-the-cuff"" remarks that nearly half of Americans are ""dependent"" on government and believe they are ""victims"" who are ""entitled to health care, to food, to housing, to-you-name-it,""  were widely publicized. This is in fact old saw for a certain kind of anti-government conservative. I have given talks deep in conservative territory where courteous memebers of the audience would come up to me afterwards and say they agree we should pay taxes for infrastructure but not for giveaways ""to those people."""
3482	Romney Releases Tax Details		Elections	2012-09-21	/story/romney-releases-tax-details	Why Mitt Romney released his 2011 tax returns today	The Candidates And Their Taxes	Democrats, Media Get Punk'd: Romney Releases Tax Returns	http://townhall.com/tipsheet/GuyBenson/2012/09/21/democrats_media_get_punkd_romney_releases_tax_returns	In short, and as Kevin noted, Romney forked over nearly $2 million to Uncle Sam last year and donated more than $4 million to charity.	http://www.npr.org/2012/09/21/159346466/the-candidates-and-their-taxes	Two years of tax returns are now available for inspection for both GOP presidential candidate Mitt Romney and running mate Paul Ryan (although Romney's 2011 return is still preliminary), as well as a full 12 years for both President Obama and Vice President Joe Biden. Here's a side-by-side look at 2010 and 2011 returns for the candidates.	http://www.washingtonpost.com/blogs/the-fix/wp/2012/09/21/why-mitt-romney-released-his-2011-tax-returns-today/	As we have noted before, Romneys financial life as a very wealthy person is significantly more exotic than the average person he needs to vote for him; that he made almost $14 million in 2011 (and $21 million in 2010) without drawing any salary is all the confirmation you need of that fact.
3481	Congress Leaves Washington		US Congress	2012-09-22	/story/congress-leaves-washington	Obama targets departing lawmakers	 Congress Heads Out After Approving Funding Bill	Obama accuses Congress of ducking elected duties, amid criticism he's doing likewise at the UN	http://www.foxnews.com/politics/2012/09/22/obama-accused-hill-lawmakers-ducking-elected-duties-amid-criticism-doing/	President Obama on Saturday accused Capitol Hill lawmakers of leaving behind both Washington and unfinished legislative business until after November because they are more concerned about their re-election campaigns, amid criticism he is side-stepping key United Nations meetings next week to hit the campaign trail.	http://www.npr.org/2012/09/22/161598126/congress-heads-out-after-approving-funding-bill	The most partisan, least productive Congress in memory has skipped out of Washington for the campaign trail.	http://www.politico.com/news/stories/0912/81545.html	“Their work isnt finished, Obama said in his weekly address released Saturday. But, “last week, without much fanfare, members of the House of Representatives banged a gavel, turned out the lights and rushed home, declaring their work finished for now.
3480	Dueling Interviews on 60 Minutes		Elections	2012-09-24	/story/dueling-interviews-60-minutes	Mitt Romney Defends Tax Rate In '60 Minutes' Interview 	Debate Preview: Obama And Romney Shadow Box On '60 Minutes'	Obama admits some ads go 'overboard'; Romney defends campaign in dueling interviews	http://www.foxnews.com/politics/2012/09/24/obama-admits-some-ads-go-overboard-laments-tone-in-washington/	"In a set of dueling interviews aired Sunday night, President Obama conceded his ""biggest disappointment"" is that he hasn't significantly changed the tone in Washington since taking office -- and acknowledged sometimes his campaign ads go ""overboard"" and contain ""mistakes."""	http://www.npr.org/blogs/thetwo-way/2012/09/24/161675664/debate-preview-obama-and-romney-shadow-box-on-60-minutes	"The first official presidential debate isn't until Oct. 3 in Denver. But as The New York Times writes, last night on CBS News' 60 Minutes there was something of a ""shadow debate that offered a likely preview of the tone and substance"" of what will happen on stage next week."	http://www.huffingtonpost.com/2012/09/23/mitt-romney-tax-rate_n_1908112.html	Republican presidential nominee Mitt Romney defended paying an effective tax rate of 14.1 percent on Sunday, following the release of his 2011 tax returns and ensuing backlash from critics who pounced on his relatively low tax rate.
3479	Obama UN Speech		Foreign Policy	2012-09-25	/story/obama-un-speech	In U.N. Speech, Obama Warns Time Runs Short on Iran	Obama: Those Like Slain U.S. Ambassador Must Determine World's Future	At U.N., Obama downplays terrorism in Libya attack 	http://www.washingtontimes.com/news/2012/sep/25/obama-us-will-stop-iran-developing-nukes/	YORK Ã¢â‚¬â€ Speaking at the opening of the United Nations General Assembly Tuesday, President Obama portrayed the deaths of four Americans in Libya as a result of inflamed tensions over an anti-Islam movie produced in the U.S., rather than a terrorist attack.	http://www.npr.org/blogs/thetwo-way/2012/09/25/161739302/obama-chris-stevens-and-those-like-him-must-determine-worlds-future	"Using the example set by the life of slain U.S. Ambassador to Libya Chris Stevens, President Obama this morning told delegates to the United Nations that the diplomat's killers will not determine the world's future. Instead, Obama said, it will be people such as Stevens who build ""bridges across oceans and cultures"" and set the world's agenda.
We updated as the president spoke. Scroll down to read through the highlights."	http://www.nytimes.com/2012/09/26/world/obamas-address-to-united-nations.html	UNITED NATIONS Ã¢â‚¬â€ President Obama challenged the Arab world to use its newfound embrace of democracy to ensure protection for freedom of religion and speech and even life, using the last address of his first term to the General Assembly on Tuesday to call for a renewed focus on the “painstaking work of reform.
3478	Campaign Advertising		Elections	2012-09-26	/story/campaign-advertising	With more control over campaign cash, Obama gets more discounts on advertising	New Obama And Romney Ads Are Linked By Guilt 	Romney to Camera in New Ad: Let's Talk About The Economy	http://townhall.com/tipsheet/guybenson/2012/09/26/romney_to_camera_in_new_ad_lets_talk_about_the_economy	"Some conservatives will bristle at Romney's assertion that ""both President Obama and I care about poor and middle class families.""  Democrats rarely afford Republicans this benefit of the doubt."	http://www.npr.org/blogs/itsallpolitics/2012/09/26/161841920/new-obama-and-romney-ads-are-linked-by-guilt	Two ads released Wednesday by the campaigns of President Obama and Republican presidential nominee Mitt Romney are worth noting because of how they illustrate the very different challenges now facing the two candidates.	http://www.washingtonpost.com/politics/decision2012/obama-has-more-control-of-campaign-cash-and-with-it-an-edge-in-ad-rates/2012/09/26/c85304ea-03f9-11e2-91e7-2962c74e7738_story.html	As the presidential campaigns step up the pace of their multimillion-dollar spending sprees, President Obama has a little-noticed strategic advantage that gives him more control over the money he has raised.
3477	Early Voting Begins		Elections	2012-09-28	/story/early-voting-begins	September, November: 40 Precious Days to Spend on Early Vote	Iowa Voters Who Are Ã¢â‚¬â€ Literally Ã¢â‚¬â€ Done With The Election 	Early voting in Iowa, other states kicks off presidential election	http://www.foxnews.com/politics/2012/09/28/early-voting-in-iowa-kicks-off-presidential-election/	Let the voting begin. More than five weeks before Election Day, voters in the Iowa battleground began to cast their ballots Thursday as early voting opened.	http://www.npr.org/blogs/itsallpolitics/2012/09/27/161906329/iowa-voters-who-are-literally-done-with-the-election	Early in-person voting has begun in Iowa, the first swing state to open polling sites.	http://thecaucus.blogs.nytimes.com/2012/09/27/with-start-of-early-voting-election-day-becomes-election-month/	A stream of voters arrived at election offices across Iowa to cast their ballots, and waves of absentee ballots have started landing in mailboxes in 30 other states.
3476	Preparing for 1st Debate		Elections	2012-09-28	/story/preparing-1st-debate	Obama, Romney to break from trail ahead of debate	Presidential Debates: The One Area Where Campaigns Pitch Their Weakness	Campaigns launch into expectations game ahead of vital presidential debate	http://www.foxnews.com/politics/2012/09/28/campaigns-launch-into-expectations-game-ahead-vital-presidential-debate/	With the first presidential debate set for Wednesday, the campaigns are hard at work trying to jockey for advantage -- as the Obama campaign girds for a potentially aggressive performance by Mitt Romney.	http://www.npr.org/blogs/itsallpolitics/2012/09/28/161964007/presidential-debates-the-one-area-where-campaigns-pitch-their-weakness	It's the old game of setting the bar high for your opponent and lower for your candidate, of course. That way, anything short of a disastrous debate performance can be claimed as a knockout victory.	http://www.washingtonpost.com/politics/decision2012/obama-romney-to-go-off-trail-ahead-of-debate/2012/09/28/2e418f36-08c0-11e2-a10c-fa5a255a9258_story.html	President Obama travels to Henderson, Nev., on Sunday for a mission far more important than the usual swing state campaign rally: He will huddle privately with senior aides for an intensive three-day boot camp to prepare for the first presidential debate.
3475	Obama Keeps Edge in Polls		Elections	2012-10-01	/story/obama-keeps-edge-polls	Obama Leads on Expectations Ã¢â‚¬â€œ But the Race Itself Stays Close	Obama Keeps Edge in Polls	Obama widens lead, confidence against Romney	http://www.washingtontimes.com/news/2012/sep/30/obama-widens-lead-confidence-against-romney-voters/	President Obama has opened a sizable lead over Mitt Romney in polling ahead of the election as both Democrats and Republicans are increasingly convinced that he is going to win re-election, according to The Washington Times/Zogby Poll released Sunday.	http://blogs.wsj.com/washwire/2012/10/01/political-wisdom-obama-keeps-edge-in-polls-ahead-of-first-debate/	President Barack Obama leads Mitt Romney 52-41 across swing states, though the race is close nationally, a new Washington Post-ABC News poll finds.	http://abcnews.go.com/blogs/politics/2012/10/obama-leads-on-expectations-but-the-race-itself-stays-close/	Registered voters by 2-1 think Barack Obama will win the upcoming presidential debates and go on to prevail in the November election. But expectations aside, the race remains close, with strengths and vulnerabilities for both candidates in the campaign ahead.
3474	Penn Voter ID Change		Elections	2012-10-02	/story/voter-id-penn	Key Part of Voter ID Law in Pennsylvania Is Delayed for Election	Judge Puts Pennsylvania Voter ID Law On Hold Through Election	Judge blocks Pa.Ã¢â‚¬â„¢s new voter ID requirement 	http://www.washingtontimes.com/news/2012/oct/2/judge-blocks-pas-new-voter-id-requirement/	"A Pennsylvania judge on Tuesday blocked the state from enforcing its Republican-backed voter ID law in November, dealing a blow to the GOP’s hopes of carrying the state in the presidential election.
Read more: Judge blocks Pa.'s new voter ID requirement - Washington Times "	http://www.npr.org/blogs/thetwo-way/2012/10/02/162145104/judget-puts-pennsylvania-voter-id-law-on-hold-through-election	"A judge is basically ""postponing Pennsylvania's tough new voter identification requirement, ordering that it not be enforced in the presidential election,"" The Associated Press writes.
But in a ruling that's rather difficult to follow if you're not very familiar with the case, Commonwealth Court Judge Robert Simpson also says he ""will not restrain election officials from asking for photo ID at the polls; rather, I will enjoin enforcement of those parts of Act 18 which directly result in disenfranchisement."""	http://www.nytimes.com/2012/10/03/us/pennsylvania-judge-delays-implementation-of-voter-id-law.html	A Pennsylvania judge on Tuesday delayed full implementation of a highly contested state law requiring strict photographic identification to vote in next months election, saying that the authorities had not done enough to ensure that potential voters had access to the new documents.
3473	Debate Preview		Elections	2012-10-03	/story/debate-preview	5 things to watch in tonight's debate	Obama, Romney Get Set to Debate	Presidential debate ritual is a great equalizer for incumbent, challenger	http://www.washingtontimes.com/news/2012/oct/2/presidential-debate-ritual-is-a-great-equalizer-fo/	Call it the built-in gravitas gap: President Obama flies the country in a grand 747, cruises in plush limousines adorned with American flags, and speaks from the White House Rose Garden, while his campaign opponent, Mitt Romney, flies in a smaller MD-83 passenger jet, rides in nondescript SUVs and makes speeches at factories and strip malls.	http://blogs.wsj.com/washwire/2012/10/03/political-wisdom-obama-romney-get-set-to-debate/	President Barack Obama and Mitt Romney meet in Denver for their first debate starting at 9 p.m. ET. In a preview, Mr. Romney releases his second face-the-camera television ad. “We should measure our compassion by how many Americans are able to get good paying jobs, he says.	http://www.cnn.com/2012/10/03/politics/debate-five-things/index.html	President Barack Obama and GOP challenger Mitt Romney face off on Wednesday in the first of three presidential debates.
3472	Upcoming Debate		Elections	2012-10-03	/story/upcoming-debate	Welcome to the most important week of the campaign 	With First Debate This Week, We Really Are In Campaign's Final Stretch	DNC Predicts: Romney Winning First Debate With Obama? 	http://townhall.com/tipsheet/katiepavlich/2012/10/01/dnc_predicts_romney_winning_first_debate_with_obama	"The DNC is predicting Mitt Romney will win the first presidential debate against Barack Obama this week in Denver. Why? So if Obama totally bombs he won't look as bad.
Democratic National Committee spokesman Brad Woodhouse tells Fox News he thinks Republican presidential nominee Mitt Romney will win.
Woodhouse says the way the DNC sees it, challengers win the first debate when they are up against incumbents.
""Mitt Romney has had a lot more time to debate, the president has"	http://www.npr.org/blogs/thetwo-way/2012/10/01/162075439/with-first-debate-this-week-we-really-are-in-campaigns-final-stretch	"We're nearly to the last of the many milestones that come along during presidential campaigns.
The primaries? Long over.
The conventions? All wrapped up.
Labor Day, when voters supposedly start paying attention? That was four weeks ago.
Now we turn to the debates, which begin Wednesday at 9 p.m. ET. The first setting: The University of Denver. The focus: Domestic policy. The moderator: Jim Lehrer from PBS-TV's NewsHour. The stars (just for the record, we suspect you know by now): President Obama and his Republica"	http://www.washingtonpost.com/blogs/the-fix/wp/2012/10/01/welcome-to-the-most-important-week-of-the-campaign/	"There are 36 days left until Election Day, and that means that every day matters. But the next five days matter more than most when it comes to the races final outcome.
Heres why: There are two seminal events in the campaign this week Ã¢â‚¬â€ the first presidential debate on Wednesday night and the release of the September jobs report on Friday morning."
3471	2012 1st Presidential Debate		Elections	2012-10-03	/story/2012-1st-presidential-debate	Romney goes on the offensive	Obama & Romney: 'Corporate Executive' Vs. The 'Government Professor'	Romney Dominates In First Debate 	http://townhall.com/tipsheet/GuyBenson/2012/10/03/romney_dominates_in_first_debate	Romney seemed eager to answer every question, Obama looked peeved and sluggish.	http://www.npr.org/blogs/itsallpolitics/2012/10/01/162100614/live-blog-obama-romneys-first-debate	President Obama and his Republican challenger, former Massachusetts Gov. Mitt Romney, engaged Thursday night in a sometimes spirited, but always cordial, debate that got very technical at times.	http://www.washingtonpost.com/politics/decision2012/romney-obama-debate-could-be-pivot-point-in-campaign/2012/10/03/74fad02c-0d98-11e2-bd1a-b868e65d57eb_story.html	In first presidential debate, the Republican challenger forces President Obama to defend his economic record in a series of sharp exchanges.
3470	Fact Checking the Debate		Elections	2012-10-04	/story/fact-checking-debate	Fact Checks: What was truth, and what was not? 	Factchecking the first presidential debate of 2012	FACT CHECK: Presidential debate missteps	http://www.washingtontimes.com/news/2012/oct/3/fact-check-presidential-debate-missteps/	President Barack Obama and Republican rival Mitt Romney spun one-sided stories in their first presidential debate, not necessarily bogus, but not the whole truth.	http://www.washingtonpost.com/blogs/fact-checker/post/factchecking-the-first-presidential-debate-of-2012/2012/10/04/9d47934e-0d66-11e2-bb5e-492c0d30bff6_blog.html	"OPINION
There they go again.  Both President Obama and former Gov. Mitt Romney tossed out a blizzard of statistics and facts, often of dubious origin. Here are some highlights from the first presidential debate of 2012."	http://politicalticker.blogs.cnn.com/2012/10/04/cnn-fact-checks-what-was-truth-and-what-was-not/	Last night's debate was full of numbers and bold statements. Check out a slate of fact checks from the team at CNN:
3469	Who Won the 1st Debate		Elections	2012-10-04	/story/who-won-1st-debate	Obama Campaign: Romney Won Debate Because He Lied	Lights, Camera, Action (zzzz), Tweet!	Romney Dominates In First Debate	http://townhall.com/tipsheet/guybenson/2012/10/03/romney_dominates_in_first_debate	Who was that man, and what has he done with Mitt Romney? The Republican presidential nominee was more cheerful, more prepared, more specific, more informed and more energetic than President Obama tonight, resulting in a genuine rout. Romney seemed eager to answer every question, Obama looked peeved and sluggish. For every straw man argument the president raised, his challenger offered a lengthy and detailed rebuttal, in full command of the facts. Romney won virtually every single exchange throughout the night -- on jobs, on deficits, on energy, on Medicare, on...	http://www.npr.org/blogs/itsallpolitics/2012/10/03/162263340/lights-camera-action-zzzz-tweet	"I have spent the past few days sequestered with a crack team of political pros — actually, curled into a fetal ball, clutching a fading 1980 John Anderson poster — to gird myself for the vital first debate between President Obama and Mitt Romney.
So many questions lingered:
Would Romney offer to wager Obama $10,000 on who wins the race?
Would Obama tell Romney, ""You're taxable enough, Mitt""?
Would the two men reveal the secret handshake taught only to graduates of both Harvard College and Harvard Law School? (Didn't remember..."	http://www.huffingtonpost.com/2012/10/04/obama-romney-lied_n_1938926.html	"Democratic surrogates in the cable TV spin rooms Wednesday night seemed to have trouble explaining President Barack Obama's weak debate performance. By Thursday morning, however, the Obama campaign had settled on a explanation for why their guy lost: Mitt Romney lied.
""On Wednesday night, some saw Mitt Romney sounding polished,"" a 4:15 AM press release conceded. ""But when the dust settles, Romney's dozen flat-out falsehoods will be the only thing remaining from his debate performance -- because avoiding the truth has been the very definition of Romney's candidacy, and he..."
3468	Sept Jobs Report		Economy and Jobs	2012-10-05	/story/sept-12-jobs-report	Jobs Report Brings Unexpected Good News for Obama	One Jobs Report, Two Different Political Spins	Romney: Jobs growth not enough to re-elect Obama	http://www.washingtontimes.com/news/2012/oct/5/romney-jobs-growth-not-enough-reelect-obama/	The jobs picture improved in September, but Republican presidential nominee Mitt Romney said the fall in the nations jobless rate still is not enough to justify giving President Obama another term in office.	http://www.npr.org/2012/10/02/162183831/one-jobs-report-two-different-political-spins	With a new report showing the nation's unemployment rate fell to 7.8 percent last month, the Obama administration got good news Friday: Jobs are indeed growing. But, as Republicans noted, the pace remains well below the level needed to provide paychecks for the 12.1 million people seeking them.	http://thecaucus.blogs.nytimes.com/2012/10/05/jobs-report-brings-unexpected-good-news-for-obama/	After a lackluster debate, President Obama faced the prospect of a second piece of bad political news with Friday mornings jobs report. Instead, Mr. Obama Ã¢â‚¬â€ and the economy Ã¢â‚¬â€ received some unexpected good news.
3467	Early Voting in Ohio		Elections	2012-10-06	/story/early-voting-ohio	Ohio Early Voting Affirmed In Win For Obama Campaign	U.S. Court Reinstates Early Voting In Ohio	Obama supporters in overdrive to get early votes	http://townhall.com/news/politics-elections/2012/10/06/obama_supporters_in_overdrive_to_get_early_votes	Barack Obama volunteer Marilynn Wadden rang more than a dozen doorbells in her first hour canvassing a tidy neighborhood here before stopping to take stock of her progress. Only a handful of voters were home, and, of them, only one agreed to have a ballot mailed to him so he can vote early.	http://www.npr.org/2012/10/05/162391971/u-s-court-reinstates-early-voting-in-ohio	A federal appeals court on Friday reinstated in-person early voting in the swing state of Ohio on the final three days before Election Day, returning discretion to local boards of elections.	http://www.huffingtonpost.com/2012/10/05/ohio-early-voting-obama-victory_n_1943729.html	The injunction stands against a Republican-backed law that would have banned early voting in Ohio during the weekend before Election Day, a prime voting period for minorities in the 2008 election.
3466	Polls after Debate		Elections	2012-10-08	/story/polls-after-debate	Mitt Romney Surges In Some Polls, Lags In Others, As Manic Monday Messages Mix 	Romney's Debate Performance Swings Polls In His Favor	Romney surging nationally after biggest debate win in recorded history, polls show 	http://www.foxnews.com/politics/2012/10/08/romney-pulls-even-with-obama-in-first-post-debate-gallup-poll/	National polling released Monday continues to demonstrate an apparent Mitt Romney surge, with the Republican nominee at least pulling even with President Obama -- and in one poll shooting past him -- on the heels of what Gallup deemed the biggest debate victory in recorded history.	http://www.npr.org/blogs/itsallpolitics/2012/10/08/162522720/romneys-debate-performance-swings-polls-in-his-favor	In the five days since Republican presidential nominee Mitt Romney was declared by many the winner of the first presidential debate, political watchers have waited to see if polls would shift in response to his performance. And, they did.	http://www.huffingtonpost.com/2012/10/08/mitt-romney-polls-manic-monday_n_1949446.html	Call it Manic Monday. In one day, Gallup published results of a new national poll of registered voters showing both an even presidential race and a lead of five percentage points by President Barack Obama.
